t(s), y1(m), y2(m), v1(m/s), v2(m/s), a1(m/s^2), a2(m/s^2)
1.801699999999818,-14.99475729340332,-15.908650758002286,-16.1583258539182,-17.657640000000203,-8.184249257100753,-9.8
1.901799999999807,-16.653112921542814,-17.725327620002226,-16.973478442630125,-18.638619999998628,-8.10273318306882,-9.8
2.0018999999998,-18.392657883243665,-19.64020058000201,-17.78051201679579,-19.619599999997053,-8.022029018610608,-9.8
2.101900000000011,-20.210725572560914,-21.651209580001638,-18.578713229876183,-20.59959999999548,-7.942208099093373,-9.8
2.2019000000002222,-22.10821521050046,-23.7602185800011,-19.368972168671608,-21.579599999993906,-7.86318141494699,-9.8
2.3019000000004333,-24.084336531537975,-25.967227580000415,-20.15136786052482,-22.559599999992333,-7.784941063358152,-9.8
2.4019000000006443,-26.138307133461584,-28.27223657999957,-20.925978546439325,-23.53959999999076,-7.70747922014827,-9.8
2.5019000000008553,-28.269352399130216,-30.675245579998567,-21.6928816889039,-24.519599999989186,-7.630788138991001,-9.8
2.6019000000010664,-30.47670541901045,-33.176254579997405,-22.452153979638716,-25.499599999987613,-7.554860150637635,-9.8
2.7019000000012774,-32.759606914484166,-35.775263579996086,-23.203871347265085,-26.47959999998604,-7.479687662150114,-9.8
2.8019000000014884,-35.11730516191935,-38.472272579994616,-23.948108964897738,-27.459599999984466,-7.405263156141788,-9.8
2.9019000000016995,-37.54905591749633,-41.267281579992975,-24.684941257662974,-28.439599999982892,-7.331579190025604,-9.8
3.0019000000019105,-40.054122342782,-44.1602905799912,-25.414441910140944,-29.41959999998132,-7.258628395269859,-9.8
3.1019000000021215,-42.63177493104459,-47.15129957998924,-26.136683873734324,-30.399599999979745,-7.186403476661335,-9.8
3.2019000000023325,-45.28129143430176,-50.240308579987136,-26.851739373963547,-31.379599999978172,-7.114897211575762,-9.8
3.3019000000025436,-48.00195679109453,-53.42731757998488,-27.55967991768969,-32.3595999999766,-7.044102449255524,-9.8
